dialog_id,speaker,utterance_id,text
5684,agent,5,Sure.
5684,agent,6,"For that one—Side 1: mac & cheese, coleslaw, baked beans?"
5684,customer,7,Coleslaw.
5684,agent,8,Anything else for you?
5684,customer,9,Let me get a pulled pork sandwich.
5684,agent,10,Perfect.
5684,agent,11,Just to confirm—Side: fries or slaw?
5684,customer,12,Mac and cheese.
5684,customer,13,All set on my end.
5684,agent,14,"Will you be picking up, or should we deliver?"
5684,customer,15,Pickup.
5684,agent,16,Name for the order?
5684,customer,17,Jordan.
5684,agent,18,Pickup time is roughly 25 minutes.
5684,agent,19,Will that be cash or card today?
5684,customer,20,"Card, please."
5684,agent,21,Awesome—see you soon.
5685,agent,0,Thanks for calling Main Street Grill.
5685,customer,1,"Hi, I'd like to place an order."
5685,customer,2,"Okay, so…"
5685,customer,3,I'll do the chicken tenders.
5685,agent,4,Sure.
5685,agent,5,"Just to confirm—Sauce: ranch, honey mustard, bbq?"
5685,customer,6,Green.
5685,customer,7,Can I get one onion rings?
5685,agent,8,Sorry— we're out of the onion rings right now. Want to swap it for something else?
5685,customer,9,"Okay, then I'll do the grilled chicken sandwich instead."
5685,agent,10,Okay.
5685,agent,11,Next item?
5685,customer,12,I'll do the bacon burger.
5685,agent,13,Noted.
5685,agent,14,Just to confirm—How would you like it cooked?
5685,customer,15,Medium-well.
5685,agent,16,Next item?
5685,customer,17,I'll do the milkshake.
5685,agent,18,Added.
5685,agent,19,What else?
5685,customer,20,Hang on.
5685,customer,21,"One grilled chicken sandwich, please."
5685,agent,22,Sure.
5685,agent,23,For that one—Add cheese?
5685,customer,24,Yes.
5685,customer,25,"Sauce on the side, please."
5685,agent,26,Sure.
5685,customer,27,I'll do the fries.
5685,agent,28,Perfect.
5685,agent,29,Just to confirm—Regular or sweet potato?
5685,customer,30,Yes.
5685,customer,31,"Sauce on the side, please."
5685,agent,32,Noted.
5685,customer,33,That should do it.
5685,agent,34,Is that for pickup or delivery?
5685,customer,35,Let's do pickup.
5685,agent,36,Name for the order?
5685,customer,37,Nina.
5685,agent,38,We can have that ready in about 35 minutes.
5685,agent,39,Will that be cash or card today?
5685,customer,40,"Card, please."
5685,agent,41,You're all set—thank you!
5686,agent,0,"Main Street Grill, how can I help?"
5686,customer,1,Hi there—can I place a delivery order?
5686,customer,2,Can I get one milkshake?
5686,agent,3,And then?
5686,customer,4,Uh…
5686,customer,5,Can I get one grilled chicken sandwich?
5686,agent,6,All right.
5686,agent,7,Quick question—Add cheese?
5686,customer,8,No.
5686,agent,9,Go ahead.
5686,customer,10,Let me get a fries.
5686,agent,11,Mm-hmm.
5686,agent,12,Regular or sweet potato?
5686,customer,13,No.
5686,customer,14,That should do it.
5686,agent,15,Is that for pickup or delivery?
5686,customer,16,Delivery.
5686,agent,17,Can I get your address and a callback number?
5686,customer,18,"409 Riverside Dr, Wilton, CT 06961. And my number is (560) 908-5456."
5686,agent,19,It should arrive in about 40–50 minutes.
5686,agent,20,How would you like to pay?
5686,customer,21,Card.
5686,agent,22,"Great, we'll get that going."
5687,agent,0,Luigi's Trattoria. Pickup or delivery?
5687,customer,1,Hi there—can I place a pickup order?
5687,customer,2,I'll do the caesar salad.
5687,agent,3,Mm-hmm.
5687,agent,4,And then?
5687,customer,5,Uh…
5687,customer,6,"One eggplant rollatini, please."
5687,agent,7,Perfect.
5687,agent,8,Keep going.
5687,customer,9,Let me get a spaghetti and meatballs.
5687,customer,10,That's everything.
5687,agent,11,"Will you be picking up, or should we deliver?"
5687,customer,12,Pickup.
5687,agent,13,Name for the order?
5687,customer,14,Mei.
5687,agent,15,That'll be about 30 minutes for pickup.
5687,agent,16,Will that be cash or card today?
5687,customer,17,Card.
5687,agent,18,Perfect. Thanks for calling.
5688,agent,0,Hi—Smokehouse BBQ. What can I get started for you?
5688,customer,1,Hi there—can I place a delivery order?
5688,customer,2,What's popular?
5688,agent,3,The cornbread is one of our most popular items.
5688,customer,4,Let me get a smoked chicken plate.
5688,agent,5,Mm-hmm.
5688,agent,6,"Just to confirm—Side 1: mac & cheese, slaw, beans?"
5688,customer,7,Mac and cheese.
5688,agent,8,What else?
5688,customer,9,Make that 2 orders of cornbread.
5688,agent,10,Noted.
5688,agent,11,What else?
5688,customer,12,"One pulled pork sandwich, please."
5688,agent,13,Perfect.
5688,customer,14,That's it.
5688,agent,15,Is that for pickup or delivery?
5688,customer,16,Delivery.
5688,agent,17,Can I get your address and a callback number?
5688,customer,18,"432 Riverside Dr, Unit 26, Westport, CT 06865. And my number is (937) 505-9455."
5688,customer,19,Please text when you're outside.
5688,agent,20,It should arrive in about 30–40 minutes.
5688,agent,21,How would you like to pay?
5688,customer,22,Card.
5688,agent,23,Thanks! We'll have it ready.
5689,agent,0,"Shokudo Japanese Kitchen, how can I help?"
5689,customer,1,"Hi, I'd like to place an order."
5689,customer,2,Can I get one eel dragon roll?
5689,agent,3,And then?
5689,customer,4,Let me get a smoked salmon.
5689,agent,5,Understood.
5689,agent,6,What else?
5689,customer,7,I'll do the tuna cucumber roll.
5689,agent,8,Noted.
5689,agent,9,And then?
5689,customer,10,Make that 2 orders of crazy tuna roll.
5689,agent,11,Understood.
5689,agent,12,And then?
5689,customer,13,Make that 2 orders of eel avocado roll.
5689,agent,14,Noted.
5689,agent,15,What else?
5689,customer,16,"One hollywood roll, please."
5689,agent,17,Added.
5689,agent,18,And then?
5689,customer,19,"One orange juice, please."
5689,agent,20,Okay.
5689,customer,21,That's everything.
5689,agent,22,Is that for pickup or delivery?
5689,customer,23,Let's do delivery.
5689,agent,24,Can I get your address and a callback number?
5689,customer,25,"775 Cedar Rd, Unit 36, Ridgefield, CT 06917. And my number is (919) 797-7993."
5689,agent,26,"Estimate is 45 to 55 minutes, depending on traffic."
5689,agent,27,Will that be cash or card today?
5689,customer,28,Cash.
5689,agent,29,You're all set—thank you!
5690,agent,0,"Aegean Mediterranean, how can I help?"
5690,customer,1,Hi there—can I place a pickup order?
5690,customer,2,I'll do the falafel wrap.
5690,agent,3,Sure.
5690,agent,4,Sauce: tahini or hot sauce?
5690,customer,5,Green.
5690,agent,6,What else?
5690,customer,7,One sec.
5690,customer,8,Let me get a greek salad.
5690,agent,9,Understood.
5690,agent,10,Just to confirm—Add feta?
5690,customer,11,Yes.
5690,agent,12,Keep going.
5690,customer,13,Let me get a hummus and pita.
5690,customer,14,All set on my end.
5690,agent,15,"Will you be picking up, or should we deliver?"
5690,customer,16,Pickup.
5690,agent,17,Name for the order?
5690,customer,18,Priya.
5690,agent,19,That'll be about 25 minutes for pickup.
5690,agent,20,Will that be cash or card today?
5690,customer,21,"Card, please."
5690,agent,22,Awesome—see you soon.
5691,agent,0,Thanks for calling Pho Saigon.
5691,customer,1,Hey—can I do an order?
5691,customer,2,What do you recommend?
5691,agent,3,The thai basil fried rice (viet style) is one of our most popular items.
5691,customer,4,"One vermicelli bowl, please."
5691,agent,5,Perfect.
5691,agent,6,"Just to confirm—Protein choice: grilled pork, chicken, tofu?"
5691,customer,7,Tofu.
5691,agent,8,Anything else for you?
5691,customer,9,Can I get one pho ga (chicken pho)?
5691,agent,10,Noted.
5691,agent,11,Just to confirm—Would you like it with white meat or mixed?
5691,customer,12,No.
5691,customer,13,Can you make it extra spicy?
5691,agent,14,Noted.
5691,agent,15,Anything else for you?
5691,customer,16,"One banh mi grilled pork, please."
5691,agent,17,Perfect.
5691,agent,18,"Just to confirm—Any toppings to skip? cilantro, jalapeño, pickles?"
5691,customer,19,That's fine.
5691,agent,20,Anything else for you?
5691,customer,21,Make that 3 orders of thai basil fried rice (viet style).
5691,agent,22,Okay.
5691,customer,23,"One spring rolls, please."
5691,agent,24,Noted.
5691,agent,25,Shrimp or tofu spring rolls?
5691,customer,26,That's fine.
5691,customer,27,All set on my end.
5691,agent,28,Pickup or delivery today?
5691,customer,29,"Delivery, please."
5691,agent,30,Can I get your address and a callback number?
5691,customer,31,"234 Main St, Wilton, CT 06896. And my number is (669) 597-1874."
5691,agent,32,It should arrive in about 35–45 minutes.
5691,agent,33,How would you like to pay?
5691,customer,34,"Card, please."
5691,agent,35,Thanks! We'll have it ready.
5692,agent,0,Thanks for calling Bogotá Arepa Bar.
5692,customer,1,"Hello, I'd like to order for delivery."
5692,customer,2,I'll do the maduros (sweet plantains).
5692,agent,3,Added.
5692,customer,4,Hang on.
5692,customer,5,Let me get a empanadas.
5692,agent,6,Perfect.
5692,agent,7,Sauce: ají or no sauce?
5692,customer,8,On the side.
5692,agent,9,What else?
5692,customer,10,Make that 2 orders of arepa with shredded beef.
5692,agent,11,Perfect.
5692,agent,12,Quick question—Add avocado? yes/no
5692,customer,13,That's fine.
5692,customer,14,"Wait, can we change that to two?"
5692,agent,15,Got it.
5692,customer,16,Uh…
5692,customer,17,Can I get one bandeja paisa?
5692,agent,18,Added.
5692,agent,19,For that one—Fried egg on top?
5692,customer,20,Yes.
5692,customer,21,That's it.
5692,agent,22,Pickup or delivery today?
5692,customer,23,"Delivery, please."
5692,agent,24,Can I get your address and a callback number?
5692,customer,25,"660 Maple Ave, Westport, CT 06947. And my number is (907) 329-6036."
5692,agent,26,It should arrive in about 45–55 minutes.
5692,agent,27,Payment method—card or cash?
5692,customer,28,Card.
5692,customer,29,"And can you include utensils, please?"
5692,agent,30,Thanks! We'll have it ready.
5693,agent,0,Thanks for calling Aegean Mediterranean.
5693,customer,1,"Hi, I'd like to place an order."
5693,customer,2,Make that 2 orders of falafel wrap.
5693,agent,3,Perfect.
5693,agent,4,Sauce: tahini or hot sauce?
5693,customer,5,BBQ.
5693,agent,6,Next item?
5693,customer,7,I need 2 of the chicken shawarma wrap.
5693,agent,8,All right.
5693,agent,9,What else?
5693,customer,10,Let me get a gyro platter.
5693,agent,11,Mm-hmm.
5693,agent,12,Quick question—Side: rice or fries?
5693,customer,13,Coleslaw.
5693,agent,14,Go ahead.
5693,customer,15,"One baklava, please."
5693,agent,16,All right.
5693,customer,17,Let me get a hummus and pita.
5693,agent,18,Understood.
5693,agent,19,Keep going.
5693,customer,20,I need 2 of the greek salad.
5693,agent,21,For that one—Add feta?
5693,customer,22,Yes.
5693,customer,23,That should do it.
5693,agent,24,"Will you be picking up, or should we deliver?"
5693,customer,25,"Delivery, please."
5693,agent,26,Can I get your address and a callback number?
5693,customer,27,"695 Elm St, Stamford, CT 06863. And my number is (467) 306-8371."
5693,agent,28,It should arrive in about 35–45 minutes.
5693,agent,29,How would you like to pay?
5693,customer,30,"Card, please."
5693,agent,31,"Great, we'll get that going."
5694,agent,0,Thanks for calling Golden Wok Chinese.
5694,customer,1,Hi there—can I place a delivery order?
5694,customer,2,I'll do the general tso chicken.
5694,agent,3,Perfect.
5694,agent,4,And then?
5694,customer,5,I need 3 of the pork dumplings.
5694,agent,6,For that one—Steamed or pan-fried?
5694,customer,7,That's fine.
5694,customer,8,"Okay, so…"
5694,customer,9,"One vegetable fried rice, please."
5694,agent,10,Okay.
5694,agent,11,Next item?
5694,customer,12,Let me get a mapo tofu.
5694,agent,13,For that one—Spice level: medium or hot?
5694,customer,14,Medium.
5694,agent,15,What else?
5694,customer,16,"One shrimp lo mein, please."
5694,agent,17,Okay.
5694,agent,18,Next item?
5694,customer,19,"One hot and sour soup, please."
5694,agent,20,Added.
5694,customer,21,That's everything.
5694,agent,22,"Will you be picking up, or should we deliver?"
5694,customer,23,Delivery.
5694,agent,24,Can I get your address and a callback number?
5694,customer,25,"992 Main St, Apt 14, Fairfield, CT 06947. And my number is (373) 695-2658."
5694,agent,26,"Estimate is 55 to 65 minutes, depending on traffic."
5694,agent,27,Will that be cash or card today?
5694,customer,28,Apple Pay if you take it?
5694,agent,29,You're all set—thank you!
5695,agent,0,"Smokehouse BBQ, how can I help?"
5695,customer,1,"Hi, are you taking orders right now?"
5695,customer,2,"One banana pudding, please."
5695,agent,3,Okay.
5695,agent,4,Next item?
5695,customer,5,Let me get a smoked chicken plate.
5695,agent,6,Perfect.
5695,customer,7,Hang on.
5695,customer,8,Can I get one brisket plate?
5695,agent,9,Noted.
5695,agent,10,"Quick question—Side 1: mac & cheese, coleslaw, baked beans?"
5695,customer,11,Fries.
5695,customer,12,That's it.
5695,agent,13,Is that for pickup or delivery?
5695,customer,14,Delivery.
5695,agent,15,Can I get your address and a callback number?
5695,customer,16,"623 Maple Ave, Apt 24, Darien, CT 06933. And my number is (553) 912-5356."
5695,agent,17,Delivery is usually 50 to 60 minutes.
5695,agent,18,Will that be cash or card today?
5695,customer,19,I'll pay cash.
5695,agent,20,"Great, we'll get that going."
5696,agent,0,"Pho Saigon, how can I help?"
5696,customer,1,Hi there—can I place a delivery order?
5696,customer,2,I'll do the pho ga (chicken pho).
5696,agent,3,Noted.
5696,agent,4,Would you like it with white meat or mixed?
5696,customer,5,That's fine.
5696,agent,6,Keep going.
5696,customer,7,One sec.
5696,customer,8,"One banh mi chicken, please."
5696,agent,9,Got it.
5696,agent,10,Quick question—Any toppings to skip?
5696,customer,11,Yes.
5696,customer,12,All set on my end.
5696,agent,13,Is that for pickup or delivery?
5696,customer,14,Let's do delivery.
5696,agent,15,Can I get your address and a callback number?
5696,customer,16,"801 Cedar Rd, Apt 28, Wilton, CT 06943. And my number is (337) 218-2347."
5696,agent,17,"Estimate is 50 to 60 minutes, depending on traffic."
5696,agent,18,Will that be cash or card today?
5696,customer,19,Apple Pay if you take it?
5696,agent,20,Perfect. Thanks for calling.
5697,agent,0,"Good evening, Golden Wok Chinese."
5697,customer,1,"Hi, are you taking orders right now?"
5697,customer,2,Make that 2 orders of pork dumplings.
5697,agent,3,Sure.
5697,agent,4,Quick question—Steamed or pan-fried?
5697,customer,5,No.
5697,customer,6,Can you make it extra spicy?
5697,agent,7,Got it.
5697,customer,8,"One vegetable fried rice, please."
5697,agent,9,Mm-hmm.
5697,agent,10,Anything else for you?
5697,customer,11,Can I get one sesame chicken?
5697,agent,12,Mm-hmm.
5697,customer,13,All set on my end.
5697,agent,14,"Will you be picking up, or should we deliver?"
5697,customer,15,Let's do pickup.
5697,agent,16,Name for the order?
5697,customer,17,Jordan.
5697,agent,18,That'll be about 25 minutes for pickup.
5697,agent,19,Payment method—card or cash?
5697,customer,20,"Card, please."
5697,agent,21,Perfect. Thanks for calling.
5698,agent,0,Hi—Tony's Pizza. What can I get started for you?
5698,customer,1,Hi there—can I place a delivery order?
5698,customer,2,Make that 2 orders of meat lovers pizza.
5698,agent,3,Got it.
5698,agent,4,Size: medium or large?
5698,customer,5,Medium.
5698,agent,6,And then?
5698,customer,7,I'll do the calzone.
5698,agent,8,Understood.
5698,agent,9,Add ricotta? yes/no
5698,customer,10,That's fine.
5698,agent,11,And then?
5698,customer,12,Let me get a margherita pizza.
5698,agent,13,All right.
5698,agent,14,Quick question—Size: medium or large?
5698,customer,15,Large.
5698,customer,16,That's it.
5698,agent,17,Pickup or delivery today?
5698,customer,18,Delivery.
5698,agent,19,Can I get your address and a callback number?
5698,customer,20,"990 Main St, Greenwich, CT 06869. And my number is (236) 638-1869."
5698,agent,21,It should arrive in about 35–45 minutes.
5698,agent,22,Payment method—card or cash?
5698,customer,23,Card.
5698,agent,24,Thanks! We'll have it ready.
5699,agent,0,"Tony's Pizza, how can I help?"
5699,customer,1,"Hello, I'd like to order for delivery."
5699,customer,2,Can I get one veggie pizza?
5699,agent,3,Sure.
5699,agent,4,For that one—Size: medium or large?
5699,customer,5,Large.
5699,customer,6,"Sauce on the side, please."
5699,agent,7,Sure.
5699,agent,8,Go ahead.
5699,customer,9,"One meat lovers pizza, please."
5699,agent,10,All right.
5699,agent,11,Size: medium or large?
5699,customer,12,Large.
5699,agent,13,Go ahead.
5699,customer,14,Can I get 3 large cheese pizza?
5699,agent,15,Just to confirm—Any toppings to add?
5699,customer,16,Yes.
5699,customer,17,"Sauce on the side, please."
5699,agent,18,All right.
5699,agent,19,Anything else for you?
5699,customer,20,Let me think.
5699,customer,21,Make that 2 orders of margherita pizza.
5699,agent,22,All right.
5699,agent,23,Just to confirm—Size: medium or large?
5699,customer,24,Large.
5699,customer,25,That's everything.
5699,agent,26,Pickup or delivery today?
5699,customer,27,Let's do delivery.
5699,agent,28,Can I get your address and a callback number?
5699,customer,29,"759 Washington St, Stamford, CT 06825. And my number is (576) 343-4976."
5699,customer,30,Please text when you're outside.
5699,agent,31,Delivery is usually 30 to 40 minutes.
5699,agent,32,Payment method—card or cash?
5699,customer,33,Card.
5699,customer,34,"And can you include utensils, please?"
5699,agent,35,Added.
5699,agent,36,You're all set—thank you!
5700,agent,0,"Bogotá Arepa Bar, how can I help?"
5700,customer,1,"Hi, are you taking orders right now?"
5700,customer,2,Uh…
5700,customer,3,Can I get one bandeja paisa?
5700,agent,4,Sorry— we're out of the bandeja paisa right now. Want to swap it for something else?
5700,customer,5,"Okay, then I'll do the arepa with shredded beef instead."
5700,agent,6,Mm-hmm.
5700,customer,7,"Sauce on the side, please."
5700,agent,8,Noted.
5700,agent,9,Keep going.
5700,customer,10,Let me get a empanadas.
5700,agent,11,Understood.
5700,agent,12,For that one—Sauce: ají or no sauce?
5700,customer,13,Tahini.
5700,agent,14,Go ahead.
5700,customer,15,Let me get a maduros (sweet plantains).
5700,customer,16,Can you make it extra spicy?
5700,agent,17,Got it.
5700,agent,18,What else?
5700,customer,19,Let me get a arepa con queso.
5700,agent,20,Go ahead.
5700,customer,21,"One arepa with shredded beef, please."
5700,agent,22,Just to confirm—Add avocado? yes/no
5700,customer,23,No.
5700,customer,24,All set on my end.
5700,agent,25,Is that for pickup or delivery?
5700,customer,26,"Pickup, please."
5700,agent,27,Name for the order?
5700,customer,28,Taylor.
5700,agent,29,That'll be about 10 minutes for pickup.
5700,agent,30,How would you like to pay?
5700,customer,31,"Card, please."
5700,customer,32,"And can you include utensils, please?"
5700,agent,33,Got it.
5700,agent,34,"Great, we'll get that going."
5701,agent,0,"Good evening, Curry House Indian."
5701,customer,1,"Hello, I'd like to order for delivery."
5701,customer,2,What do you recommend?
5701,agent,3,Our biryani is a good choice.
5701,customer,4,Let me get a chicken tikka masala.
5701,agent,5,"Spice level: mild, medium, hot?"
5701,customer,6,Medium.
5701,agent,7,Go ahead.
5701,customer,8,Let me get a palak paneer.
5701,agent,9,Added.
5701,agent,10,What else?
5701,customer,11,Make that 2 orders of lamb vindaloo.
5701,agent,12,Perfect.
5701,agent,13,Spice level: medium or hot?
5701,customer,14,Mild.
5701,customer,15,Let me get a chana masala.
5701,agent,16,Added.
5701,agent,17,And then?
5701,customer,18,Can I get one butter chicken?
5701,agent,19,Got it.
5701,agent,20,"Just to confirm—Spice level: mild, medium, hot?"
5701,customer,21,Mild.
5701,agent,22,Keep going.
5701,customer,23,I'll do the samosas.
5701,agent,24,All right.
5701,customer,25,That's everything.
5701,agent,26,Is that for pickup or delivery?
5701,customer,27,Delivery.
5701,agent,28,Can I get your address and a callback number?
5701,customer,29,"443 Main St, Unit 26, Ridgefield, CT 06870. And my number is (396) 269-8872."
5701,agent,30,It should arrive in about 55–65 minutes.
5701,agent,31,Will that be cash or card today?
5701,customer,32,Card.
5701,agent,33,Perfect. Thanks for calling.
5702,agent,0,Luigi's Trattoria. Pickup or delivery?
5702,customer,1,"Hello, I'd like to order for delivery."
5702,customer,2,I need 2 of the tiramisu.
5702,agent,3,Got it.
5702,customer,4,Can I get one fettuccine alfredo?
5702,agent,5,Sure.
5702,agent,6,Anything else for you?
5702,customer,7,Can I get 2 spaghetti and meatballs?
5702,agent,8,For that one—Any allergies? gluten/dairy?
5702,customer,9,That's fine.
5702,agent,10,Go ahead.
5702,customer,11,"One penne vodka, please."
5702,agent,12,Added.
5702,agent,13,Add grilled chicken?
5702,customer,14,Yes.
5702,customer,15,"Wait, can we change that to two?"
5702,agent,16,Sure.
5702,agent,17,What else?
5702,customer,18,Can I get one eggplant rollatini?
5702,agent,19,Understood.
5702,customer,20,That's it.
5702,agent,21,"Will you be picking up, or should we deliver?"
5702,customer,22,Let's do delivery.
5702,agent,23,Can I get your address and a callback number?
5702,customer,24,"904 Cedar Rd, Apt 9, Fairfield, CT 06949. And my number is (673) 617-1399."
5702,agent,25,It should arrive in about 35–45 minutes.
5702,agent,26,How would you like to pay?
5702,customer,27,I'll pay cash.
5702,agent,28,"Great, we'll get that going."
5703,agent,0,"Curry House Indian, how can I help?"
5703,customer,1,"Hi, I'd like to place an order."
5703,customer,2,Let me get a chicken tikka masala.
5703,agent,3,Perfect.
5703,agent,4,"For that one—Spice level: mild, medium, hot?"
5703,customer,5,Medium.
5703,customer,6,Sorry—cancel that last one.
5703,agent,7,Okay—updating it.
5703,agent,8,Anything else for you?
5703,customer,9,Hang on.
5703,customer,10,I need 2 of the butter chicken.
5703,agent,11,Mm-hmm.
5703,agent,12,"Spice level: mild, medium, hot?"
5703,customer,13,Medium.
5703,customer,14,"Actually, make that just one."
5703,agent,15,Got it.
5703,agent,16,Anything else for you?
5703,customer,17,Let me get a garlic naan.
5703,agent,18,Okay.
5703,customer,19,All set on my end.
5703,agent,20,"Will you be picking up, or should we deliver?"
5703,customer,21,Let's do delivery.
5703,agent,22,Can I get your address and a callback number?
5703,customer,23,"484 Elm St, Greenwich, CT 06946. And my number is (285) 950-3827."
5703,agent,24,"Estimate is 35 to 45 minutes, depending on traffic."
5703,agent,25,How would you like to pay?
5703,customer,26,"Card, please."
5703,customer,27,"And can you include utensils, please?"
5703,agent,28,All right.
5703,agent,29,Thanks! We'll have it ready.
5704,agent,0,"Siam Orchid Thai, how can I help?"
5704,customer,1,Hi there—can I place a delivery order?
5704,customer,2,What do you recommend?
5704,agent,3,A lot of people like the panang curry.
5704,customer,4,Make that 2 orders of tom yum soup.
5704,agent,5,Okay.
5704,agent,6,Just to confirm—Protein choice: shrimp or chicken?
5704,customer,7,Beef.
5704,customer,8,Sorry—cancel that last one.
5704,agent,9,Got it.
5704,agent,10,And then?
5704,customer,11,I'll do the panang curry.
5704,agent,12,Mm-hmm.
5704,agent,13,"For that one—Protein choice: chicken, beef, tofu?"
5704,customer,14,Chicken.
5704,agent,15,And then?
5704,customer,16,One sec.
5704,customer,17,Make that 2 orders of thai fried rice.
5704,agent,18,Mm-hmm.
5704,agent,19,"Quick question—Protein choice: chicken, shrimp, tofu?"
5704,customer,20,Shrimp.
5704,agent,21,Keep going.
5704,customer,22,I need 2 of the thai iced tea.
5704,agent,23,Understood.
5704,customer,24,"Wait, can we change that to two?"
5704,agent,25,Sure.
5704,customer,26,Uh…
5704,customer,27,Can I get one mango sticky rice?
5704,agent,28,All right.
5704,agent,29,Anything else for you?
5704,customer,30,Can I get one pad thai?
5704,agent,31,Noted.
5704,customer,32,No cilantro if possible.
5704,agent,33,Got it.
5704,customer,34,That should do it.
5704,agent,35,"Will you be picking up, or should we deliver?"
5704,customer,36,Delivery.
5704,agent,37,Can I get your address and a callback number?
5704,customer,38,"923 Park Ave, Apt 4, Stamford, CT 06830. And my number is (930) 391-1651."
5704,agent,39,"Estimate is 40 to 50 minutes, depending on traffic."
5704,agent,40,Payment method—card or cash?
5704,customer,41,"Card, please."
5704,customer,42,"And can you include utensils, please?"
5704,agent,43,Perfect.
5704,agent,44,Perfect. Thanks for calling.
5705,agent,0,Smokehouse BBQ. Pickup or delivery?
5705,customer,1,Hi there—can I place a pickup order?
5705,customer,2,One sec.
5705,customer,3,Let me get a ribs half rack.
5705,agent,4,Okay.
5705,agent,5,"For that one—Sauce: sweet, spicy, or sauce on the side?"
5705,customer,6,Green.
5705,customer,7,Can you make it extra spicy?
5705,agent,8,Understood.
5705,agent,9,What else?
5705,customer,10,Sorry—
5705,customer,11,Can I get 2 pulled pork sandwich?
5705,agent,12,Added.
5705,agent,13,Side: fries or slaw?
5705,customer,14,Coleslaw.
5705,agent,15,Keep going.
5705,customer,16,"Okay, so…"
5705,customer,17,Let me get a cornbread.
5705,agent,18,Sure.
5705,agent,19,Go ahead.
5705,customer,20,"One smoked chicken plate, please."
5705,agent,21,Understood.
5705,agent,22,Anything else for you?
5705,customer,23,Uh…
5705,customer,24,I'll do the banana pudding.
5705,customer,25,That's it.
5705,agent,26,"Will you be picking up, or should we deliver?"
5705,customer,27,Pickup.
5705,agent,28,Name for the order?
5705,customer,29,Alex.
5705,agent,30,We can have that ready in about 30 minutes.
5705,agent,31,How would you like to pay?
5705,customer,32,Apple Pay if you take it?
5705,agent,33,"Great, we'll get that going."
5706,agent,0,Hi—Lima Peruvian Grill. What can I get started for you?
5706,customer,1,"Hi, are you taking orders right now?"
5706,customer,2,I'll do the arroz chaufa.
5706,agent,3,Understood.
5706,agent,4,Quick question—Chicken or shrimp?
5706,customer,5,Yes.
5706,agent,6,Go ahead.
5706,customer,7,Can I get one pollo a la brasa?
5706,agent,8,"Just to confirm—Quarter, half, or whole chicken?"
5706,customer,9,That's fine.
5706,customer,10,All set on my end.
5706,agent,11,Pickup or delivery today?
5706,customer,12,"Delivery, please."
5706,agent,13,Can I get your address and a callback number?
5706,customer,14,"848 Maple Ave, Norwalk, CT 06942. And my number is (702) 301-8981."
5706,agent,15,It should arrive in about 45–55 minutes.
5706,agent,16,Will that be cash or card today?
5706,customer,17,Cash.
5706,customer,18,"And can you include utensils, please?"
5706,agent,19,Understood.
5706,agent,20,Perfect. Thanks for calling.
5707,agent,0,"Taqueria El Sol, how can I help?"
5707,customer,1,"Hi, are you taking orders right now?"
5707,customer,2,What's popular?
5707,agent,3,A lot of people like the carne asada tacos.
5707,customer,4,Let me get a tacos al pastor.
5707,agent,5,All right.
5707,customer,6,Let me get a chips and guacamole.
5707,agent,7,Added.
5707,customer,8,Can you make it extra spicy?
5707,agent,9,Noted.
5707,agent,10,Go ahead.
5707,customer,11,I need 2 of the nachos.
5707,agent,12,Added.
5707,agent,13,Just to confirm—Add jalapeños?
5707,customer,14,No.
5707,agent,15,Next item?
5707,customer,16,Can I get one quesadilla?
5707,agent,17,"For that one—Protein: chicken, steak, cheese only?"
5707,customer,18,Chicken.
5707,customer,19,That's everything.
5707,agent,20,Pickup or delivery today?
5707,customer,21,"Delivery, please."
5707,agent,22,Can I get your address and a callback number?
5707,customer,23,"467 Oak Ln, Apt 15, Westport, CT 06956. And my number is (778) 393-5859."
5707,customer,24,Please text when you're outside.
5707,agent,25,"Estimate is 45 to 55 minutes, depending on traffic."
5707,agent,26,Payment method—card or cash?
5707,customer,27,I'll pay cash.
5707,agent,28,Perfect. Thanks for calling.
5708,agent,0,Shokudo Japanese Kitchen. Pickup or delivery?
5708,customer,1,Hi there—can I place a pickup order?
5708,customer,2,I need 2 of the miso ramen.
5708,agent,3,And then?
5708,customer,4,Let me get a tempura vegetable appetizer.
5708,agent,5,All right.
5708,agent,6,Next item?
5708,customer,7,Let me get a fire bomb four pieces.
5708,agent,8,Got it.
5708,customer,9,"One avocado salad, please."
5708,agent,10,Sure.
5708,agent,11,Keep going.
5708,customer,12,Uh…
5708,customer,13,"One pink lady roll, please."
5708,agent,14,Okay.
5708,customer,15,That's it.
5708,agent,16,"Will you be picking up, or should we deliver?"
5708,customer,17,"Pickup, please."
5708,agent,18,Name for the order?
5708,customer,19,Jordan.
5708,agent,20,Pickup time is roughly 10 minutes.
5708,agent,21,Will that be cash or card today?
5708,customer,22,"Card, please."
5708,agent,23,Thanks! We'll have it ready.
5709,agent,0,Hi—Curry House Indian. What can I get started for you?
5709,customer,1,"Hi, I'd like to place an order."
5709,customer,2,Let me get a lamb vindaloo.
5709,agent,3,Understood.
5709,agent,4,Just to confirm—Spice level: medium or hot?
5709,customer,5,Hot.
5709,agent,6,Go ahead.
5709,customer,7,Can I get one chicken tikka masala?
5709,agent,8,Noted.
5709,agent,9,"For that one—Spice level: mild, medium, hot?"
5709,customer,10,Mild.
5709,customer,11,Let me get a butter chicken.
5709,agent,12,All right.
5709,agent,13,"Spice level: mild, medium, hot?"
